    ars    |                           gen                           |                                    st_extent                                     
 097799452 | Dornstadt-Linkersbaindt                                 | BOX(10.516868788957522 48.98661063403074,10.609340150828466 49.035983179234)
 082375001 | Dornstetten                                             | BOX(8.45276877317351 48.39939012851366,8.639136494757887 48.522916975646496)
 034520027 | Dornum                                                  | BOX(7.314115203035906 53.61906689761544,7.554981945601524 53.686845605881935)
 034545401 | Dörpen                                                  | BOX(7.152800370570605 52.88701525763048,7.475543715769302 53.03129310602928)
 055620012 | Dorsten                                                 | BOX(6.894253130459842 51.62276199707482,7.089034070095665 51.801052868381774)
 059130000 | Dortmund                                                | BOX(7.302310587279778 51.41557979268305,7.637932719277781 51.59952017917113)
 033610003 | Dörverden                                               | BOX(9.180127603304046 52.76771242934053,9.360946328942388 52.90731682194122)
 082260012 | Dossenheim                                              | BOX(8.62019856437134 49.437086954607544,8.746289971658047 49.46677062789003)
 034580003 | Dötlingen                                               | BOX(8.314469905489123 52.90438200183627,8.517051453413682 53.023381401180735)
 092760120 | Drachselsried                                           | BOX(12.963708132721765 49.06604203647202,13.091015367104381 49.142302253786546)
 031595401 | Dransfeld                                               | BOX(9.6367293818931 51.42508503009471,9.84820890341471 51.54144224220768)
 145210150 | Drebach                                                 | BOX(12.970834733257844 50.6435256219778,13.072020064437258 50.72520465593221)
 120710057 | Drebkau                                                 | BOX(14.092073844317621 51.57984089463605,14.339897193547193 51.72866939147439)
 064380002 | Dreieich                                                | BOX(8.63536300550763 49.95420812943444,8.768122797329623 50.05471124076563)
 160675052 | Drei Gleichen                                           | BOX(10.707325874765822 50.84125073744394,10.877412941684387 50.95596190723231)
 083155003 | Dreisamtal                                              | BOX(7.884969989980606 47.86663379186854,8.093701128360346 48.02568004596794)
 096729451 | Dreistelzer Forst                                       | BOX(9.753017285729104 50.27521671248164,9.777403125604856 50.28659880420808)
 055700016 | Drensteinfurt                                           | BOX(7.613227732313902 51.72377753772617,7.817399373495292 51.87850732852253)
 146120000 | Dresden                                                 | BOX(13.579721093821489 50.97518428025996,13.965849226642419 51.17770380659125)
 065320007 | Driedorf                                                | BOX(8.109687953547548 50.5985426119397,8.256456458733583 50.67767054180455)
 033590013 | Drochtersen                                             | BOX(9.229038806565498 53.64937771110476,9.507804202260228 53.79647647887648)
 059660008 | Drolshagen                                              | BOX(7.701628277932333 50.97776998082176,7.831025599394776 51.07945672948173)
 150845052 | Droyßiger-Zeitzer Forst                                 | BOX(11.947115427082414 50.938032076429494,12.241882706277762 51.09019900726808)
 031590010 | Duderstadt                                              | BOX(10.139465127998792 51.46593051012006,10.372184973632667 51.56904992748441)
 051120000 | Duisburg                                                | BOX(6.625616443645653 51.33319859065919,6.830459998176222 51.560220016593355)
 055580016 | Dülmen                                                  | BOX(7.100179389492139 51.77892568927559,7.433366990207722 51.92639930746908)
 130720029 | Dummerstorf                                             | BOX(12.117987420799698 53.95362461283413,12.337473585820607 54.07054657418318)
 083255001 | Dunningen                                               | BOX(8.41570423382932 48.176059282001745,8.554062163286734 48.258278684805354)
 160640014 | Dünwald                                                 | BOX(10.372913608582126 51.29616353083868,10.501428612541664 51.34395729324693)
 097800120 | Durach                                                  | BOX(10.318351026643523 47.67885494955044,10.449544936161784 47.7142743101027)
 053580008 | Düren                                                   | BOX(6.385915071227836 50.741413432862856,6.538342161076359 50.857770365982724)
 082165003 | Durmersheim                                             | BOX(8.169517402231707 48.88083347814241,8.354574653271658 48.98091685046718)
 092739451 | Dürnbucher Forst                                        | BOX(11.655406164669797 48.71759215250808,11.815049565253275 48.769906829413436)
 146280100 | Dürrröhrsdorf-Dittersbach                               | BOX(13.93843077364576 50.99608398543552,14.09571541032295 51.070723243209265)
 095710139 | Dürrwangen                                              | BOX(10.333499158166902 49.078061891051505,10.433259623282515 49.13145232211892)
 051110000 | Düsseldorf                                              | BOX(6.689822638810091 51.12439372034153,6.939965353893811 51.35144623125037)
 160655052 | Ebeleben                                                | BOX(10.641400185241427 51.20436431631059,10.84492927307118 51.33224093722435)
 096745610 | Ebelsbach                                               | BOX(10.623084595766871 49.953761673933506,10.76668335649749 50.06760227148537)
 094780120 | Ebensfeld                                               | BOX(10.874620792896433 50.01584723589506,11.062490659121329 50.11970520998928)
 082265001 | Eberbach                                                | BOX(8.851932271779058 49.383643103170535,9.100916623555227 49.57517396747932)
 093710118 | Ebermannsdorf                                           | BOX(11.9175261986912 49.34500558534081,12.063937048378207 49.42218023548146)
 094745420 | Ebermannstadt                                           | BOX(11.114292320563363 49.746895040072474,11.302320701328899 49.84505606960871)
 096745611 | Ebern                                                   | BOX(10.5959638666272 50.0204929721527,10.842177854338567 50.17509677030738)
 146270030 | Ebersbach                                               | BOX(13.56558936781252 51.19334078473052,13.764800965637816 51.297637994761985)
